long,lat,telefono,objeto,calle_nombre,calle_altura,calle_cruce,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4905203956972,-34.5697613583089,45418379 45473966,FARMACIA,AV CONGRESO,5101.0,AV CONGRESO,Villa Urquiza,Comuna 12,1431,C1431AAG
-58.4991912845342,-34.571707177519,45728894,FARMACIA,IBERA,5850.0,IBERA,Villa Urquiza,Comuna 12,1431,C1431AEZ
-58.4151556477904,-34.5914900430945,,FARMACIA,BULNES,1714.0,BULNES,Palermo,Comuna 14,1425,C1425DKD
-58.4551972089916,-34.6293859071805,46341134,FARMACIA,AV CARABOBO,206.0,AV CARABOBO,Flores,Comuna 7,1406,C1406DGP
-58.506975608161,-34.6254197993402,45669137,FARMACIA,ELPIDIO GONZALEZ,5095.0,ELPIDIO GONZALEZ,Monte Castro,Comuna 10,1407,C1407GBI
-58.4384116885955,-34.6360967133748,49212527,FARMACIA,EMILIO MITRE,1404.0,EMILIO MITRE,Parque Chacabuco,Comuna 7,1424,C1424AZD
-58.4284913807421,-34.6195590397104,49021849,FARMACIA,AV LA PLATA,405.0,AV LA PLATA,Caballito,Comuna 6,1235,C1235ABB
-58.4973765849469,-34.6059643072358,45052550,FARMACIA,CONCORDIA,2707.0,CONCORDIA,Villa Del Parque,Comuna 11,1417,C1417AIM
-58.3890745081285,-34.6052545081742,,FARMACIA,SARMIENTO,1579.0,SARMIENTO,San Nicolas,Comuna 1,1042,C1042ABC
-58.370704160404,-34.6309485215859,,FARMACIA,AV REGIMIENTO DE PATRICIOS,101.0,AV REGIMIENTO DE PATRICIOS,Barracas,Comuna 4,1265,C1265ADB
-58.491416690958,-34.6058387792144,45014941,FARMACIA,CUENCA,2581.0,CUENCA,Villa Del Parque,Comuna 11,1417,C1417AAG
-58.4985040992314,-34.6213452899054,45662808,FARMACIA,AV SEGUROLA,1602.0,AV SEGUROLA,Monte Castro,Comuna 10,1407,C1407AOH
-58.4013060337704,-34.6122782842563,49422240,FARMACIA,ADOLFO ALSINA,2500.0,ADOLFO ALSINA,Balvanera,Comuna 3,1090,C1090AAN
-58.430253966436,-34.6139615505714,49011500,FARMACIA,RIO DE JANEIRO,102.0,RIO DE JANEIRO,Caballito,Comuna 6,1405,C1405CBD
-58.4727497882864,-34.6243368594085,46120819,FARMACIA,MORON,2902.0,MORON,Flores,Comuna 7,1406,C1406FVN
-58.4411808562182,-34.6436783716535,49247480,FARMACIA,AV COBO,1894.0,AV COBO,Parque Chacabuco,Comuna 7,1406,C1406ILQ
-58.3916710610383,-34.6308473567014,49437411,FARMACIA,COMBATE DE LOS POZOS,1881.0,COMBATE DE LOS POZOS,Parque Patricios,Comuna 4,1245,C1245AAM
-58.4659438443062,-34.6451358576624,46116329,FARMACIA,AV EVA PERON,3587.0,AV EVA PERON,Parque Avellaneda,Comuna 9,1406,C1406HNK
-58.4927131869402,-34.6032105357026,45020600 45010400,FARMACIA,NOGOYA,3141.0,NOGOYA,Villa Del Parque,Comuna 11,1417,C1417FNG
-58.4465071574599,-34.5590588356478,,FARMACIA,SUCRE,1546.0,SUCRE,Belgrano,Comuna 13,1428,C1428DUT
-58.4012978530491,-34.6164674788328,49424470,FARMACIA,MEXICO,2501.0,MEXICO,Balvanera,Comuna 3,1223,C1223ABA
-58.4395760938767,-34.5742386128663,47767526,FARMACIA,SANTOS DUMONT,2491.0,SANTOS DUMONT,Palermo,Comuna 14,1426,C1426DCC
-58.3775895022765,-34.6286014228037,43077028 43007261 430061944,FARMACIA,AV CASEROS,1000.0,AV CASEROS,Barracas,Comuna 4,1152,C1152AAS
-58.5110588429861,-34.6060449062964,45013547,FARMACIA,SANABRIA,3354.0,SANABRIA,Villa Devoto,Comuna 11,1417,C1417AZZ
-58.475514950975,-34.6778399601958,46029613,FARMACIA,AV RIESTRA,5758.0,AV RIESTRA,Villa Lugano,Comuna 8,1439,C1439BYV
-58.424482945394,-34.584632969277,47759601,FARMACIA,PARAGUAY,4502.0,PARAGUAY,Palermo,Comuna 14,1425,C1425BSP
-58.4308922435953,-34.622745660782,49250333,FARMACIA,J B ALBERDI,202.0,J B ALBERDI,Caballito,Comuna 6,1424,C1424BYP
-58.4047484495165,-34.5824129627488,48066678  48157476,FARMACIA,ORTIZ DE OCAMPO,2620.0,ORTIZ DE OCAMPO,Palermo,Comuna 14,1425,C1425DSO
-58.5029725459279,-34.5942908353895,45721410,FARMACIA,GUTEMBERG,3295.0,GUTEMBERG,Agronomia,Comuna 15,1419,C1419IDM
-58.3876961663685,-34.5934087151516,48128640,FARMACIA,URUGUAY,1272.0,URUGUAY,Recoleta,Comuna 2,1016,C1016ACF
-58.4187869812503,-34.5852287992345,48334709,FARMACIA,GUEMES,4102.0,GUEMES,Palermo,Comuna 14,1425,C1425BKZ
-58.523190323651,-34.6279191031397,46411258,FARMACIA,BRUSELAS,816.0,BRUSELAS,Versalles,Comuna 10,1408,C1408BYH
-58.4738746891068,-34.6115656918218,45817361,FARMACIA,,,,,,,
-58.3750502100804,-34.6350599832233,43622382,FARMACIA,MONTES DE OCA,590.0,MONTES DE OCA,Barracas,Comuna 4,1270,C1270AAS
-58.3963287660055,-34.5943859695056,48275784 48249068,FARMACIA,ARENALES,2045.0,ARENALES,Recoleta,Comuna 2,1124,C1124AAE
-58.4439970273562,-34.6140974084567,44313144,FARMACIA,ROJAS,599.0,ROJAS,Caballito,Comuna 6,1405,C1405ABG
-58.4890007806434,-34.5736846129504,45210264 fax 45242880,FARMACIA,BAUNESS,2600.0,BAUNESS,Villa Urquiza,Comuna 12,1431,C1431DOD
-58.3871924276308,-34.6200723552986,43053880,FARMACIA,CARLOS CALVO,1500.0,CARLOS CALVO,Constitucion,Comuna 1,1102,C1102ABD
-58.4960446224808,-34.5932693175175,45722395,FARMACIA,NAZCA,3714.0,NAZCA,Agronomia,Comuna 15,1419,C1419DFN
-58.3867945492332,-34.6180635596204,43845881,FARMACIA,AV INDEPENDENCIA,1460.0,AV INDEPENDENCIA,Constitucion,Comuna 1,1100,C1100ABO
-58.5278398775941,-34.6399537698211,46410032,FARMACIA,JOSE LEON SUAREZ,53.0,JOSE LEON SUAREZ,Liniers,Comuna 9,1408,C1408FNA
-58.3876787184482,-34.6189840134586,43043126,FARMACIA,ESTADOS UNIDOS,1518.0,ESTADOS UNIDOS,Constitucion,Comuna 1,1101,C1101ABF
-58.4870231477652,-34.5520957791662,45419585,FARMACIA,BESARES,4099.0,BESARES,Saavedra,Comuna 12,1430,C1430CHM
-58.5155627889859,-34.6288360354152,46398219,FARMACIA,IRIGOYEN,1237.0,IRIGOYEN,Villa Luro,Comuna 10,1407,C1407CBA
-58.3930488619101,-34.6132622597673,43721672 43723548,FARMACIA,COMBATE DE LOS POZOS,348.0,COMBATE DE LOS POZOS,Balvanera,Comuna 3,1080,C1080AAD
-58.5060914729564,-34.6065756716182,46392169 46543940,FARMACIA,TINOGASTA,4109.0,TINOGASTA,Villa Devoto,Comuna 11,1417,C1417EIQ
-58.3920639791135,-34.6346953257924,43046224,FARMACIA,AV CASEROS,2102.0,AV CASEROS,Parque Patricios,Comuna 4,1264,C1264AAO
-58.4165408455912,-34.6183246987338,49329543,FARMACIA,AV BOEDO,490.0,AV BOEDO,Almagro,Comuna 5,1218,C1218AAN
-58.4314785247239,-34.5708803245326,,FARMACIA,CHENAUT,1816.0,CHENAUT,Palermo,Comuna 14,1426,C1426DIO
-58.4342072819621,-34.6228195580406,,FARMACIA,J B ALBERDI,465.0,J B ALBERDI,Caballito,Comuna 6,1424,C1424BYE
-58.4629170826639,-34.6064594497039,45811909,FARMACIA,TTE. GRAL. DONATO ALVAREZ,1801.0,TTE. GRAL. DONATO ALVAREZ,Villa Gral. Mitre,Comuna 11,1416,C1416BTH
-58.4066295699926,-34.5968397895487,49616384,FARMACIA,PARAGUAY,2701.0,PARAGUAY,Recoleta,Comuna 2,1425,C1425BRE
-58.4476672954626,-34.6084368480669,45826277,FARMACIA,AV GAONA,1306.0,AV GAONA,Caballito,Comuna 6,1416,C1416DRO
-58.5058115424239,-34.6674977243013,46872602,FARMACIA,AV DE LOS CORRALES,7228.0,AV DE LOS CORRALES,Mataderos,Comuna 9,1440,C1440BBV
-58.4760952040377,-34.6177931461821,45818105 45837554,FARMACIA,AV NAZCA,1341.0,AV NAZCA,Villa Santa Rita,Comuna 11,1416,C1416ASC
-58.4539415868676,-34.6435620766768,46316068,FARMACIA,AV VARELA,1294.0,AV VARELA,Flores,Comuna 7,1406,C1406EKZ
-58.5039911011605,-34.638254019973,463797350,FARMACIA,AV RIVADAVIA,9902.0,AV RIVADAVIA,Villa Luro,Comuna 10,1407,C1407DZV
-58.4443019235678,-34.6224063437849,44326114,FARMACIA,EMILIO MITRE,35.0,EMILIO MITRE,Caballito,Comuna 6,1424,C1424AYA
-58.4126197159842,-34.5939565188929,49630872,FARMACIA,PARAGUAY,3260.0,PARAGUAY,Recoleta,Comuna 2,1425,C1425BRP
-58.4612228672738,-34.5645805470563,47817294 47812686,FARMACIA,AV CRAMER,2101.0,AV CRAMER,Belgrano,Comuna 13,1428,C1428CTG
-58.4820608576448,-34.6175971996571,,FARMACIA,CUENCA,1398.0,CUENCA,Villa Santa Rita,Comuna 11,1416,C1416BCJ
-58.4178456188554,-34.6254954512011,49322007,FARMACIA,AV SAN JUAN,3701.0,AV SAN JUAN,Boedo,Comuna 5,1233,C1233ABH
-58.5279113409293,-34.6361581366315,46420867,FARMACIA,AMADEO JACQUES,6999.0,AMADEO JACQUES,Liniers,Comuna 9,1408,C1408AHE
-58.3692413998273,-34.6190783259412,,FARMACIA,AV COLON,979.0,AV COLON,San Telmo,Comuna 1,1063,C1063ACJ
-58.4880621685083,-34.5593205451599,45463238,FARMACIA,AV CRISOLOGO LARRALDE,4597.0,AV CRISOLOGO LARRALDE,Saavedra,Comuna 12,1430,C1430AJG
-58.4147428149215,-34.6057432476086,48641894,FARMACIA,SARMIENTO,3499.0,SARMIENTO,Almagro,Comuna 5,1196,C1196AAM
-58.4072130237967,-34.6245751869937,49416102,FARMACIA,AV SAN JUAN,3002.0,AV SAN JUAN,San Cristobal,Comuna 3,1233,C1233ABN
-58.4355041983913,-34.5799047882978,47710229,FARMACIA,A. J. CARRANZA,2002.0,A. J. CARRANZA,Palermo,Comuna 14,1414,C1414COZ
-58.3727922313864,-34.6111784669797,43435567,FARMACIA,MORENO,461.0,MORENO,Monserrat,Comuna 1,1091,C1091AAI
-58.3913071379938,-34.6002397210811,48133862 48152796,FARMACIA,RODRIGUEZ PEÑA,753.0,RODRIGUEZ PEÑA,San Nicolas,Comuna 1,1020,C1020ADO
-58.5211006524231,-34.6415043732662,46442952,FARMACIA,LISANDRO DE LA TORRE,201.0,LISANDRO DE LA TORRE,Liniers,Comuna 9,1408,C1408GTE
-58.5066589984583,-34.5711988443644,45745866,FARMACIA,AV DE LOS CONSTITUYENTES,6117.0,AV DE LOS CONSTITUYENTES,Villa Urquiza,Comuna 12,1431,C1431EZM
-58.5080221140295,-34.6037156925768,45014203,FARMACIA,AV BEIRO FRANCISCO,4000.0,AV BEIRO FRANCISCO,Villa Devoto,Comuna 11,1419,C1419HZO
-58.4276388955399,-34.6218062676342,49835151,FARMACIA,AV LA PLATA,586.0,AV LA PLATA,Almagro,Comuna 5,1235,C1235ABP
-58.4269075100353,-34.5924399662834,48310380,FARMACIA,AV RAUL SCALABRINI ORTIZ,1383.0,AV RAUL SCALABRINI ORTIZ,Palermo,Comuna 14,1414,C1414DOA
-58.4907798518159,-34.6270894652014,46712133,FARMACIA,AV JUAN B. JUSTO,7100.0,AV JUAN B. JUSTO,Floresta,Comuna 10,1407,C1407FAV
-58.4434711292376,-34.5851944284198,47741483,FARMACIA,AV CORDOBA,5901.0,AV CORDOBA,Palermo,Comuna 14,1414,C1414BBF
-58.4892496244646,-34.6357906186635,35352395,FARMACIA,AV RIVADAVIA,8900.0,AV RIVADAVIA,Velez Sarsfield,Comuna 10,1407,C1407DYX
-58.4153364986673,-34.5874375003502,48329680,FARMACIA,GUEMES,3787.0,GUEMES,Palermo,Comuna 14,1425,C1425BKQ
-58.4738408042379,-34.6840702661333,,FARMACIA,CNEL. MARTINIANO CHILAVERT,6125.0,CNEL. MARTINIANO CHILAVERT,Villa Riachuelo,Comuna 8,1439,C1439CLS
-58.4305355993158,-34.6060539784959,49820876,FARMACIA,TENIENTE GENERAL JUAN D PERON,4500.0,TENIENTE GENERAL JUAN D PERON,Almagro,Comuna 5,1199,C1199ABH
-58.4281308480911,-34.6215093638061,49037070,FARMACIA,AV LA PLATA,567.0,AV LA PLATA,Caballito,Comuna 6,1235,C1235ABC
-58.400388386366,-34.5966172390908,48223332,FARMACIA,MARCELO T. DE ALVEAR,2301.0,MARCELO T. DE ALVEAR,Recoleta,Comuna 2,1122,C1122AAK
-58.4181203135119,-34.5839096134023,48323621,FARMACIA,AV SANTA FE,3878.0,AV SANTA FE,Palermo,Comuna 14,1425,C1425BHN
-58.4168672627246,-34.6546366884056,49197648,FARMACIA,,,,,,,
-58.4947647087154,-34.5497079177175,,FARMACIA,MARIANO ACHA,4801.0,MARIANO ACHA,Saavedra,Comuna 12,1430,C1430DWS
-58.3647841453597,-34.6384685354563,43026487,FARMACIA,OLAVARRIA,837.0,OLAVARRIA,Boca,Comuna 4,1162,C1162ABQ
-58.4003007533567,-34.6099464129621,49523553,FARMACIA,AV RIVADAVIA,2398.0,AV RIVADAVIA,Balvanera,Comuna 3,1034,C1034ACP
-58.4065380355508,-34.5777231459129,48013146,FARMACIA,CASTEX,3438.0,CASTEX,Palermo,Comuna 14,1425,C1425CDH
-58.4726793742508,-34.6525448421511,46741600,FARMACIA,AV EVA PERON,4256.0,AV EVA PERON,Parque Avellaneda,Comuna 9,1407,C1407HUT
-58.4952650252991,-34.6446824481961,46355777,FARMACIA,AV JUAN B. ALBERDI,4899.0,AV JUAN B. ALBERDI,Villa Luro,Comuna 10,1407,C1407HAC
-58.4031406013607,-34.6085066617832,49528926,FARMACIA,BARTOLOME MITRE,2591.0,BARTOLOME MITRE,Balvanera,Comuna 3,1039,C1039AAO
-58.5052924267585,-34.5883746049577,45742840,FARMACIA,AV GRAL. MOSCONI,3140.0,AV GRAL. MOSCONI,Villa Pueyrredon,Comuna 12,1419,C1419EQX
-58.4625074668179,-34.6074848490201,45815525,FARMACIA,AV JUAN B. JUSTO,4400.0,AV JUAN B. JUSTO,Caballito,Comuna 6,1416,C1416DJX
-58.4179270716311,-34.585960728814,48321007,FARMACIA,GUEMES,4024.0,GUEMES,Palermo,Comuna 14,1425,C1425BKX
-58.4374695554335,-34.5973748726971,47741994,FARMACIA,JUAN RAMIREZ DE VELAZCO,603.0,JUAN RAMIREZ DE VELAZCO,Villa Crespo,Comuna 15,1414,C1414AQM
-58.4161989134438,-34.6320625597614,49233338,FARMACIA,AV BOEDO,1549.0,AV BOEDO,Boedo,Comuna 5,1239,C1239AAF
-58.4726837899115,-34.6199231436244,,FARMACIA,AV GAONA,3390.0,AV GAONA,Flores,Comuna 7,1416,C1416DSV
-58.3682326586742,-34.6454154848908,43018965,FARMACIA,AV REGIMIENTO DE PATRICIOS,1676.0,AV REGIMIENTO DE PATRICIOS,Boca,Comuna 4,1266,C1266AAP
-58.4027069436087,-34.6157762901049,494265333,FARMACIA,SAAVEDRA,526.0,SAAVEDRA,Balvanera,Comuna 3,1229,C1229ACB
-58.4495951079828,-34.6094454050059,45811911,FARMACIA,AV GAONA,1486.0,AV GAONA,Caballito,Comuna 6,1416,C1416DRP
-58.4341961986981,-34.6282531857664,49228777,FARMACIA,AV DIRECTORIO,520.0,AV DIRECTORIO,Parque Chacabuco,Comuna 7,1424,C1424CIS
-58.4877668157461,-34.6042492646573,45025047,FARMACIA,AV NAZCA,2746.0,AV NAZCA,Villa Del Parque,Comuna 11,1417,C1417CUQ
-58.4565769014228,-34.6346678031879,46320254,FARMACIA,AV CNEL. ESTEBAN BONORINO,602.0,AV CNEL. ESTEBAN BONORINO,Flores,Comuna 7,1406,C1406DMN
-58.4117212268037,-34.6387302534681,49114017,FARMACIA,AV ALMAFUERTE,27.0,AV ALMAFUERTE,Nueva Pompeya,Comuna 4,1437,C1437JLA
-58.4498502500342,-34.6045925679645,45849625,FARMACIA,GALICIA,601.0,GALICIA,Villa Crespo,Comuna 15,1416,C1416DGC
-58.4069791617541,-34.5807154220387,48071881/20,FARMACIA,CERVIÑO,3381.0,CERVIÑO,Palermo,Comuna 14,1425,C1425AGC
-58.4206011236514,-34.5822278472767,48310334,FARMACIA,AV SANTA FE,4024.0,AV SANTA FE,Palermo,Comuna 14,1425,C1425BHP
-58.4119287146186,-34.5915530793059,48225798,FARMACIA,AV CORONEL DIAZ,1723.0,AV CORONEL DIAZ,Recoleta,Comuna 2,1425,C1425DQD
-58.4362546224366,-34.6225757451537,,FARMACIA,RIGLOS,370.0,RIGLOS,Caballito,Comuna 6,1424,C1424AFH
-58.4655504806866,-34.5837100990812,45556410,FARMACIA,GUEVARA,1541.0,GUEVARA,Villa Ortuzar,Comuna 15,1427,C1427BSK
-58.4651769380702,-34.6447869332386,,FARMACIA,AV EVA PERON,3501.0,AV EVA PERON,Parque Avellaneda,Comuna 9,1406,C1406HNK
-58.4737074751713,-34.6441786933417,46718255,FARMACIA,FRANCISCO BILBAO,3799.0,FRANCISCO BILBAO,Parque Avellaneda,Comuna 9,1407,C1407HOE
-58.3838984413622,-34.627900953203,43048734,FARMACIA,BRASIL,1269.0,BRASIL,Constitucion,Comuna 1,1154,C1154AAU
-58.4781163632855,-34.6661626827268,46011199,FARMACIA,SANTANDER,5101.0,SANTANDER,Villa Lugano,Comuna 8,1439,C1439ASM
-58.4805816395929,-34.6127931518685,45815551,FARMACIA,AV NAZCA,1876.0,AV NAZCA,Villa Santa Rita,Comuna 11,1416,C1416ASU
-58.4193828080631,-34.6031513552413,48616449,FARMACIA,AV CORRIENTES,3895.0,AV CORRIENTES,Almagro,Comuna 5,1194,C1194AAE
-58.5148215615303,-34.5886909975989,45733233/2846,FARMACIA,"CABEZON, JOSE LEON",3609.0,"CABEZON, JOSE LEON",Villa Devoto,Comuna 11,1419,C1419FCU
-58.3888827280335,-34.6088679908503,43710927,FARMACIA,AV RIVADAVIA,1581.0,AV RIVADAVIA,San Nicolas,Comuna 1,1033,C1033AAF
-58.4026248836325,-34.6364070744536,49431819,FARMACIA,AV CASEROS,2827.0,AV CASEROS,Parque Patricios,Comuna 4,1264,C1264AAI
-58.3919690172774,-34.6125423445765,43830872,FARMACIA,AV ENTRE RÍOS,299.0,AV ENTRE RÍOS,Balvanera,Comuna 3,1079,C1079ABC
-58.4166197655888,-34.6506760858189,49199627,FARMACIA,AV SAENZ,895.0,AV SAENZ,Nueva Pompeya,Comuna 4,1437,C1437DOA
-58.4010693383916,-34.5855198428506,48053302,FARMACIA,AUSTRIA,2480.0,AUSTRIA,Recoleta,Comuna 2,1425,C1425EGP
-58.3937152602081,-34.591805121548,48014451,FARMACIA,PACHECO DE MELO,1899.0,PACHECO DE MELO,Recoleta,Comuna 2,1126,C1126AAA
-58.3789248204204,-34.611825220577,43423388,FARMACIA,MORENO,900.0,MORENO,Monserrat,Comuna 1,1091,C1091AAR
-58.424697231408,-34.6058430209336,41160500,FARMACIA,TENIENTE GENERAL JUAN D PERON,4101.0,TENIENTE GENERAL JUAN D PERON,Almagro,Comuna 5,1199,C1199ABA
-58.4143893276795,-34.5859503201705,48321071,FARMACIA,AV SANTA FE,3557.0,AV SANTA FE,Palermo,Comuna 14,1425,C1425BGK
-58.4027427714285,-34.6101217094097,49514778 49523135,FARMACIA,AV RIVADAVIA,2568.0,AV RIVADAVIA,Balvanera,Comuna 3,1034,C1034ACR
-58.4075576015654,-34.5857806681592,48236191 48274970,FARMACIA,AV CORONEL DIAZ,2299.0,AV CORONEL DIAZ,Recoleta,Comuna 2,1425,C1425DQI
-58.511182283257,-34.6395424999434,46411880,FARMACIA,AV RIVADAVIA,10500.0,AV RIVADAVIA,Liniers,Comuna 9,1408,C1408AAR
-58.4219812121022,-34.6441418281383,49233984,FARMACIA,AV LA PLATA,2501.0,AV LA PLATA,Nueva Pompeya,Comuna 4,1437,C1437DHD
-58.3971408481219,-34.6023186025231,43732088,FARMACIA,TUCUMAN,2102.0,TUCUMAN,Balvanera,Comuna 3,1050,C1050AAR
-58.4160766250891,-34.6525832424846,49124255,FARMACIA,AV SAENZ,1028.0,AV SAENZ,Nueva Pompeya,Comuna 4,1437,C1437DOP
-58.421338133245,-34.6114064250465,49814333,FARMACIA,AV RIVADAVIA,3913.0,AV RIVADAVIA,Almagro,Comuna 5,1204,C1204AAE
-58.3981496803033,-34.5956312539,48226419 48229837,FARMACIA,AV SANTA FE,2166.0,AV SANTA FE,Recoleta,Comuna 2,1123,C1123AAQ
-58.3733041424901,-34.6065622124181,,FARMACIA,,,,,,,
-58.3871232988124,-34.5873633456899,48040130,FARMACIA,AV CALLAO,2002.0,AV CALLAO,Recoleta,Comuna 2,1024,C1024AAT
-58.3950883885693,-34.6127457510749,63262600,FARMACIA,MORENO,2033.0,MORENO,Balvanera,Comuna 3,1094,C1094ABE
-58.3744646643429,-34.5972901541081,43110208,FARMACIA,SAN MARTIN,908.0,SAN MARTIN,Retiro,Comuna 1,1004,C1004AAT
-58.4631009617568,-34.5559680639447,47855544,FARMACIA,AV CONGRESO,2486.0,AV CONGRESO,Belgrano,Comuna 13,1428,C1428BVL
-58.4570867731371,-34.5612659396373,47873100,FARMACIA,AV CABILDO,2171.0,AV CABILDO,Belgrano,Comuna 13,1428,C1428AAD
-58.4573406142235,-34.5626440172182,47872853,FARMACIA,JURAMENTO,2484.0,JURAMENTO,Belgrano,Comuna 13,1428,C1428DNP
-58.3812510455867,-34.5955849176724,43289981,FARMACIA,CARLOS PELLEGRINI,1091.0,CARLOS PELLEGRINI,Retiro,Comuna 1,1009,C1009ABU
-58.3824578604263,-34.6098840956424,43701700 43701703,FARMACIA,HIPOLITO YRIGOYEN,1130.0,HIPOLITO YRIGOYEN,Monserrat,Comuna 1,1086,C1086AAT
-58.3990147840054,-34.6361203921841,49423253,FARMACIA,AV CASEROS,2608.0,AV CASEROS,Parque Patricios,Comuna 4,1264,C1264AAT
-58.4532143634926,-34.6250975409147,46334141,FARMACIA,AV RIVADAVIA,6151.0,AV RIVADAVIA,Caballito,Comuna 6,1406,C1406GLE
-58.3738517345267,-34.6437996563973,,FARMACIA,MONTES DE OCA,1401.0,MONTES DE OCA,Barracas,Comuna 4,1270,C1270ABB
-58.3983951847907,-34.6047606912484,49537902,FARMACIA,AV CORRIENTES,2202.0,AV CORRIENTES,Balvanera,Comuna 3,1046,C1046AAN
-58.3916584571437,-34.5918262558781,48126764,FARMACIA,AV CALLAO,1501.0,AV CALLAO,Recoleta,Comuna 2,1024,C1024AAB
-58.3723842403423,-34.6006267287205,43133459,FARMACIA,RECONQUISTA,613.0,RECONQUISTA,San Nicolas,Comuna 1,1003,C1003ABM
-58.4011687905725,-34.5992882000486,49610338,FARMACIA,AV CORDOBA,2401.0,AV CORDOBA,Recoleta,Comuna 2,1120,C1120AAG
-58.4767676019258,-34.5444906046904,47029687 47931917,FARMACIA,RAMALLO,2802.0,RAMALLO,Saavedra,Comuna 12,1429,C1429DUX
-58.3936189389984,-34.6230514282979,43069032 43046739,FARMACIA,AV SAN JUAN,2000.0,AV SAN JUAN,San Cristobal,Comuna 3,1232,C1232AAO
-58.3780048211462,-34.6492878806023,3010254/7880,FARMACIA,AV IRIARTE,2200.0,AV IRIARTE,Barracas,Comuna 4,1291,C1291ABR
-58.4164640981155,-34.603474763772,48664018,FARMACIA,AV CORRIENTES,3687.0,AV CORRIENTES,Almagro,Comuna 5,1194,C1194AAC
-58.3722045121312,-34.610286000672,43434040,FARMACIA,DEFENSA,201.0,DEFENSA,Monserrat,Comuna 1,1065,C1065AAC
-58.4249760499681,-34.5972097633385,48629051,FARMACIA,AV CORDOBA,4102.0,AV CORDOBA,Villa Crespo,Comuna 15,1188,C1188AAU
-58.382459854893,-34.6280240208381,3040273 3069425,FARMACIA,BRASIL,1184.0,BRASIL,Constitucion,Comuna 1,1154,C1154AAT
-58.4093616117353,-34.6105494605996,48624091/95 48624092 48624093,FARMACIA,AV RIVADAVIA,3030.0,AV RIVADAVIA,Balvanera,Comuna 3,1203,C1203AAP
-58.416653127855,-34.6527658128604,49194200 49193687,FARMACIA,AV SAENZ,1071.0,AV SAENZ,Nueva Pompeya,Comuna 4,1437,C1437DOC
-58.4445092961884,-34.5698595631012,47713534,FARMACIA,AV CABILDO,799.0,AV CABILDO,Palermo,Comuna 14,1426,C1426AAH
-58.442459366067,-34.541981861879,45763374,FARMACIA,,,,,,,
-58.4006052169147,-34.5993578160509,59508511,FARMACIA,AV CORDOBA,2351.0,AV CORDOBA,Recoleta,Comuna 2,1120,C1120AAF
-58.4889704605358,-34.6357227413598,46743797,FARMACIA,AV RIVADAVIA,8880.0,AV RIVADAVIA,Velez Sarsfield,Comuna 10,1407,C1407DYX
-58.4682449537755,-34.5941931334147,45530884,FARMACIA,,,,,,,
-58.4024041614115,-34.5916219387132,48277000 int 2285,FARMACIA,ECUADOR,1651.0,ECUADOR,Recoleta,Comuna 2,1425,C1425EUK
-58.3973130045115,-34.6140189092745,41271318,FARMACIA,AV BELGRANO,2199.0,AV BELGRANO,Balvanera,Comuna 3,1094,C1094AAD
-58.4042477959056,-34.5780588148401,48095504 int 003,FARMACIA,SAN MARTIN DE TOURS,2952.0,SAN MARTIN DE TOURS,Palermo,Comuna 14,1425,C1425DND
-58.4248147162368,-34.6066220061446,49590200 int 4823,FARMACIA,GASCON,450.0,GASCON,Almagro,Comuna 5,1181,C1181ACH
-58.4016618672239,-34.5958011497741,48247070,FARMACIA,LARREA,1032.0,LARREA,Recoleta,Comuna 2,1117,C1117ABF
-58.5072033491003,-34.5901337104342,,FARMACIA,CAMPANA,4658.0,CAMPANA,Villa Devoto,Comuna 11,1419,C1419AHN
-58.3878229363528,-34.6347364308758,43096400,FARMACIA,PERDRIEL,74.0,PERDRIEL,Barracas,Comuna 4,1280,C1280AEB
-58.3955928747326,-34.6083834921357,40136415,FARMACIA,BARTOLOME MITRE,2040.0,BARTOLOME MITRE,Balvanera,Comuna 3,1039,C1039AAF
-58.398018586513,-34.6105763919781,,FARMACIA,H. YRIGOYEN,2251.0,H. YRIGOYEN,Balvanera,Comuna 3,1089,C1089AAQ
-58.4947725897269,-34.5574523684966,52990500,FARMACIA,GALVAN,4102.0,GALVAN,Saavedra,Comuna 12,1431,C1431FWO
-58.3883563570917,-34.6122483244925,43465758,FARMACIA,MORENO,1559.0,MORENO,Monserrat,Comuna 1,1093,C1093ABC
-58.4115748567262,-34.6397133896307,49094160,FARMACIA,USPALLATA,3400.0,USPALLATA,Parque Patricios,Comuna 4,1437,C1437JCP
-58.434541750875,-34.5691648741633,47773158,FARMACIA,,,,,,,
-58.4261361282335,-34.6135327044976,49814433,FARMACIA,AV RIVADAVIA,4299.0,AV RIVADAVIA,Almagro,Comuna 5,1205,C1205AAC
-58.4360053038245,-34.5704283562254,47781404,FARMACIA,AV LUIS MARIA CAMPOS,726.0,AV LUIS MARIA CAMPOS,Palermo,Comuna 14,1426,C1426BOS
-58.4024572487337,-34.6026262596728,49624895,FARMACIA,LARREA,552.0,LARREA,Balvanera,Comuna 3,1030,C1030AAL
-58.4345508147251,-34.604094988503,,FARMACIA,AV PATRICIAS ARGENTINAS,351.0,AV PATRICIAS ARGENTINAS,Caballito,Comuna 6,1405,C1405BWD
-58.4325766159535,-34.6052266907296,48646799,FARMACIA,RAMOS MEJIA,905.0,RAMOS MEJIA,Caballito,Comuna 6,1405,C1405CAI
